"","Simulation","NumberOfGenes","DEgenes","Upregulated","TopCounts/DE","Correct/TopCounts","Correct/DE"
"29",29,11706,1053,0.582092026760802,0.201206908481754,0.976415094339623,0.196461462526996
"30",30,10489,1080,0.462598192831501,0.210060801704148,0.982378854625551,0.206359289779846
"31",31,11383,3370,0.474191215913743,0.301147841227597,0.983251231527094,0.296103985758761
"32",32,11812,3452,0.456138288462535,0.295765769637274,0.986287952987267,0.291710215499251
"33",33,8255,608,0.466099981404841,0.220280164998748,0.977611940298508,0.215348519513702
"34",34,8869,759,0.45636826637201,0.209408205749005,0.981132075471698,0.205457107527326
"35",35,10336,2580,0.628533747280017,0.290605035065116,0.98,0.284792934363814
"36",36,9439,1989,0.546580593148246,0.280969599816716,0.989266547406082,0.277953825936752
"37",37,12076,2677,0.584011747594923,0.268181503478636,0.986072423398329,0.264446385045786
"38",38,10890,653,0.476398344989866,0.192770559353656,0.976190476190476,0.188180784130949
"39",39,11876,1523,0.51782088521868,0.227813177301232,0.971181556195965,0.221247956053358
"40",40,12207,3511,0.535430620564148,0.27876613232845,0.989785495403473,0.275918674388425
"41",41,12184,1051,0.457247178815305,0.204387513226928,0.976744186046512,0.199634315244906
"42",42,10280,2913,0.456959811458364,0.288634527203526,0.983353151010702,0.283829671816071
"43",43,8447,2023,0.476125839492306,0.270262301626366,0.990859232175503,0.267791896675485
"44",44,10939,1778,0.618988572387025,0.255874615805249,0.98021978021978,0.250813359668442
"45",45,12059,3470,0.572138335742056,0.280691166006015,0.985626283367556,0.276656590724614
"46",46,11333,1127,0.631401550397277,0.221756501780396,0.952,0.211112189694937
"47",47,9856,1492,0.561207893118262,0.263991167063136,0.969543147208122,0.255950826949538
"48",48,11821,2005,0.566429130220786,0.255239198123034,0.98046875,0.250254057534694
"49",49,8948,1328,0.537657107738778,0.215965910223161,0.979094076655052,0.211450943458914
"50",50,12117,3171,0.546515725459903,0.272385169568241,0.978009259259259,0.266395217922643
"51",51,11282,849,0.514568784926087,0.199000904593699,0.994082840236686,0.197823384448174
"52",52,10964,1737,0.605237145209685,0.238824306454515,0.980722891566265,0.234220464402379
"53",53,8869,992,0.624688036506996,0.234749255863744,0.978540772532189,0.229711718184265
"54",54,12036,1872,0.483342319214717,0.253079778666284,0.974683544303797,0.246672695662075
"55",55,8971,2076,0.451314253779128,0.268226184169325,0.974865350089767,0.261484412933472
"56",56,10371,1311,0.565874621458352,0.231771930838856,0.983552631578947,0.227959892502691
"57",57,8928,613,0.499350770656019,0.229829853984781,0.978723404255319,0.224939857091488
"58",58,10490,2251,0.61363893779926,0.24737575210933,0.980251346499102,0.242490414096399
"59",59,10059,2983,0.532125640567392,0.299292794836814,0.985442329227324,0.294935788864945
"60",60,8566,1154,0.613483588211238,0.252010862924384,0.979381443298969,0.246814762657902
"61",61,8150,1224,0.491948940046132,0.264597456246438,0.981481481481482,0.259697503352986
"62",62,9679,2823,0.611151378881186,0.282639479547055,0.984962406015038,0.278389261809505
"63",63,12314,2386,0.599400317948312,0.250965891253964,0.989983305509182,0.248452042593657
"64",64,9671,953,0.643055044719949,0.198195433548856,0.957671957671958,0.189806208848375
"65",65,10501,3000,0.494143971567974,0.273946800926238,0.984184914841849,0.269614308940787
"66",66,8450,979,0.557652417384088,0.253279967381385,0.979838709677419,0.248173516426115
"67",67,12413,1908,0.525072739785537,0.237340243941337,0.973509933774834,0.231053085161434
"68",68,10153,3005,0.586335579073057,0.292759818399369,0.980681818181818,0.287104230998472
"69",69,11672,1811,0.491934262216091,0.232367234506195,0.97624703087886,0.226847822760204
"70",70,9081,1936,0.588693679589778,0.270020305731514,0.980879541108987,0.264857393576035
"71",71,11482,2014,0.649973150342703,0.271982041801713,0.983576642335766,0.267515183450955
"72",72,9727,2613,0.4541563491337,0.272443203948412,0.987359550561798,0.26899939940412
"73",73,9124,912,0.45933081950061,0.223525591764178,0.970588235294118,0.216951309653467
"74",74,12379,1839,0.629338733619079,0.244586493809524,0.975555555555556,0.238607712849735
"75",75,9427,1222,0.641103859851137,0.234764172050512,0.982578397212544,0.230674203896322
"76",76,9676,1458,0.564917910750955,0.286506297950135,0.973684210526316,0.278966658530394
"77",77,11723,764,0.553554837824777,0.215827027253025,0.981818181818182,0.211902899484788
"78",78,9470,2269,0.517656433908269,0.285470717895419,0.979938271604938,0.279743681888258
"79",79,9504,2014,0.558066315483302,0.259086327876329,0.980842911877395,0.25412298826184
"80",80,9004,1510,0.584179752273485,0.233066249286942,0.982954545454545,0.229093529128642
"81",81,11205,1830,0.601871798047796,0.263251705829877,0.981327800829875,0.258336217546747
"82",82,9831,2348,0.627607633639127,0.28225071890161,0.98340874811463,0.277567826129486
"83",83,8395,1687,0.54336290997453,0.260134437449445,0.981776765375854,0.255393946561983
"84",84,10664,3131,0.533789048949256,0.28135430491859,0.977298524404086,0.274967147031675
"85",85,11742,1864,0.530856399703771,0.251482067920569,0.980810234541578,0.246656186020174
"86",86,8518,1911,0.538339315541089,0.289835557670021,0.981949458483754,0.284603868903414
"87",87,9501,1189,0.549457448674366,0.233704670523076,0.967625899280576,0.226138691980962
"88",88,9487,2105,0.52774592526257,0.276895988828325,0.987993138936535,0.273571337161432
"89",89,11447,2449,0.638585287658498,0.267410137299639,0.972519083969466,0.260061461770794
"90",90,8390,2183,0.562295114062726,0.280737508702658,0.98694942903752,0.277073723923505
"91",91,9887,1659,0.570725364424288,0.267620864024208,0.97972972972973,0.262196116780474
"92",92,8346,1765,0.541375539731234,0.265087608884211,0.967948717948718,0.256591211163563
"93",93,12284,2220,0.631661523040384,0.252221021453996,0.976785714285714,0.246365890598814
"94",94,10985,2264,0.530434822337702,0.257472805488829,0.982847341337907,0.253056462341507
"95",95,10462,1415,0.643650192394853,0.264231833712394,0.978609625668449,0.258579815878973
"96",96,12136,3019,0.581639865925536,0.26955889825261,0.981572481572482,0.264591596687759
"97",97,12327,722,0.628848985396326,0.199217093914115,0.986111111111111,0.196450189831975
"98",98,8835,1170,0.628576798317954,0.224649278595926,0.977186311787072,0.219524199996779
"99",99,8906,1967,0.558271951274946,0.292201768096802,0.989565217391304,0.289152706168835
"100",100,8537,2540,0.634965487243608,0.289362443699138,0.985034013605442,0.285031849303641
