Simulation,NumberOfGenes,DEgenes,Upregulated,TopCounts/DE,Correct/TopCounts,Correct/DE
435,8858,1338,0.533209534,0.230796269,0.977346278,0.225567874
436,10440,1753,0.499074499,0.242896108,0.983568075,0.238904858
437,11033,1046,0.632612474,0.208323,0.986238532,0.20545617
438,10095,1486,0.562189054,0.228669383,0.973529412,0.22261637
439,9864,500,0.491435569,0.177982543,0.966292135,0.171983131
440,11708,1764,0.60740487,0.261337579,0.973969631,0.254534866
441,9348,2685,0.498101932,0.276298724,0.974393531,0.26922369
442,11825,1524,0.472265693,0.255861991,0.976923077,0.249957484
443,9265,774,0.606880827,0.246623883,0.963350785,0.237585311
444,12217,2913,0.497939689,0.288652186,0.985731272,0.284533487
445,10115,2629,0.458242804,0.271882895,0.993006993,0.269981616
446,9277,725,0.579778445,0.202711727,0.945578231,0.191679796
447,11424,2424,0.485480806,0.27507568,0.985007496,0.270951607
448,12479,2491,0.562146569,0.274499027,0.986842105,0.270887197
449,8230,1601,0.476131658,0.283458194,0.977973568,0.277214621
450,9613,1940,0.48656089,0.26224663,0.988212181,0.259155314
451,10982,1113,0.451149009,0.224618107,0.992,0.222821162
452,8311,457,0.511225125,0.163768752,1,0.163768752
453,11382,2150,0.496206754,0.268776717,0.984429066,0.264591612
454,11900,2916,0.621616256,0.282539547,0.981796117,0.27739623
455,10897,2009,0.539293146,0.243310598,0.981595092,0.238832489
456,11436,2385,0.537706578,0.2707648,0.984520124,0.266573394
457,11199,2145,0.562521708,0.290824574,0.982371795,0.285697859
458,11544,2388,0.582213167,0.262496054,0.98245614,0.25789086
459,9965,1763,0.637999622,0.264179549,0.969957082,0.256242824
460,8495,811,0.559325807,0.244009162,0.96969697,0.236614945
461,9842,2551,0.466931277,0.276687987,0.983002833,0.271985075
462,9377,2323,0.510731335,0.274980496,0.979655712,0.269386214
463,11338,1804,0.638646474,0.267057577,0.973029046,0.259854779
464,8475,1793,0.485867772,0.289978379,0.978846154,0.283844221
465,11130,2579,0.590367536,0.264796207,0.980966325,0.259756162
466,10082,2335,0.566373266,0.274021634,0.975,0.267171094
467,9894,1251,0.507010325,0.22927694,0.975609756,0.223684819
468,11322,1782,0.600047797,0.259208004,0.974025974,0.252475329
469,8732,1551,0.575032461,0.272610547,0.988179669,0.2693882
470,9014,603,0.486709191,0.19211533,0.99137931,0.190459163
471,11424,3292,0.522974061,0.300688232,0.984848485,0.29613235
472,8276,1613,0.629478991,0.257233126,0.968674699,0.249175221
473,8607,2400,0.592188435,0.280718518,0.985163205,0.276553555
474,12084,1301,0.500435316,0.219701222,0.951048951,0.208946616
475,9405,1464,0.536968733,0.238361564,0.979942693,0.233580673
476,9423,778,0.505274852,0.223618203,0.954022989,0.213336907
477,11292,1759,0.557027008,0.246713152,0.986175115,0.243302371
478,10081,1701,0.495101303,0.232730565,0.974747475,0.226853531
479,8243,625,0.623959065,0.21592556,0.977777778,0.211127214
480,10875,2948,0.535838587,0.272726195,0.982587065,0.267977231
481,12193,2728,0.483996328,0.285530581,0.975609756,0.27856642
482,11860,3130,0.507387523,0.264200344,0.987908102,0.26100566
483,9017,2514,0.500896479,0.299427068,0.990703851,0.29664355
484,10915,2788,0.518948432,0.294042473,0.984146341,0.289380824
485,11407,2798,0.599776544,0.274035387,0.983050847,0.26939072
486,10193,1425,0.602566852,0.25119023,0.977653631,0.245577041
487,9882,2657,0.567045626,0.297285854,0.979746835,0.291264874
488,10544,2112,0.469901153,0.27118521,0.97556719,0.264559394
489,10478,1129,0.566131912,0.19913361,0.968888889,0.192938343
490,10847,954,0.614299183,0.235743374,0.973333333,0.229456884
491,8912,2612,0.478212231,0.300848101,0.977099237,0.29395845
492,11358,719,0.645329575,0.183545217,0.984848485,0.180764229
493,10827,2467,0.486674029,0.258589124,0.992163009,0.256562563
494,11066,2041,0.495282509,0.264044829,0.968460111,0.255716885
495,11893,890,0.524664991,0.221105121,0.954314721,0.211003871
496,9772,1249,0.645300677,0.252104116,0.961904762,0.24250015
497,11055,1164,0.50971237,0.210425636,0.959183673,0.201836834
498,10731,2709,0.45481676,0.282289462,0.981699346,0.27712338
499,12068,2759,0.56893552,0.262740868,0.977931034,0.256942449
500,8008,1734,0.551105193,0.280774249,0.985626283,0.27673848
501,11098,2116,0.519723074,0.277787091,0.988095238,0.274480102
502,9147,2483,0.540306637,0.281038209,0.987106017,0.277414507
503,8043,882,0.51339813,0.225420504,0.979899497,0.220889439
504,11891,2767,0.460318123,0.271678056,0.972074468,0.264091302
505,11061,3004,0.536354337,0.293529081,0.982993197,0.28853709
506,8687,613,0.580649641,0.197176679,0.983471074,0.19391756
507,12176,2674,0.609849329,0.27446415,0.980926431,0.269229139
508,11254,765,0.568058962,0.199850866,0.960784314,0.192013577
509,11962,2165,0.475074183,0.265115124,0.986062718,0.26142014
510,10388,1950,0.486617034,0.247665868,0.989648033,0.245102039
511,9909,1016,0.498367603,0.211453253,0.96744186,0.204568729
512,9059,1376,0.453683835,0.238953819,0.96656535,0.230964482
513,11738,2924,0.612881229,0.287574308,0.983353151,0.282787102
514,10614,3005,0.539076811,0.286828127,0.984918794,0.282502413
515,8368,1386,0.502383409,0.24881823,0.979710145,0.243769744
516,11016,1693,0.509244927,0.234443028,0.977329975,0.229128199
517,9066,1726,0.579404616,0.276865911,0.964435146,0.267019216
518,10755,2462,0.458369554,0.288723738,0.983122363,0.283850763
519,11502,1260,0.515463349,0.220559213,0.982014388,0.216592321
520,8336,2381,0.576608377,0.290978966,0.981240981,0.285520486
521,8380,2033,0.625253762,0.284673482,0.981001727,0.279265178
522,10717,2593,0.53206256,0.277274895,0.984700974,0.273032859
523,8974,2030,0.509597419,0.260074186,0.982954545,0.255641103
524,8752,1802,0.584939044,0.280688185,0.976284585,0.274031548
525,9287,2314,0.546538874,0.275245102,0.985871272,0.271356239
526,12282,3216,0.569390975,0.290649667,0.980748663,0.285054273
527,8940,2231,0.525998431,0.275185585,0.983713355,0.270703735
528,8999,848,0.485097891,0.221455006,0.946808511,0.209675485
529,11838,753,0.551256991,0.230802043,0.948275862,0.218864006
530,11495,3146,0.648184908,0.292031054,0.985854189,0.287900038
531,10942,1147,0.616214572,0.24480087,0.975088968,0.238702628
532,8555,2242,0.559014486,0.288460677,0.981452859,0.283110556
533,8315,920,0.633308659,0.199858046,0.97826087,0.195513306
534,10840,2516,0.58979942,0.269465804,0.98820059,0.266286266
535,8888,849,0.485118246,0.230783405,0.984693878,0.227251006
536,9521,2381,0.55871298,0.278428766,0.978883861,0.272549426
537,11800,971,0.521882274,0.222433324,0.976851852,0.217284404
538,8469,1204,0.610693188,0.238276759,0.989547038,0.235786061
539,9079,2589,0.532905484,0.314353431,0.984029484,0.309333045
540,9300,2147,0.622805377,0.266318663,0.984265734,0.262128335
541,10956,2283,0.641271342,0.271117597,0.97092084,0.263233725
542,12358,1200,0.578213384,0.233207284,0.978571429,0.228209985
543,8209,2124,0.545537232,0.286147908,0.976973684,0.279558976
544,10328,2445,0.609819111,0.268666516,0.98782344,0.265395082
545,11908,1638,0.503303448,0.252713997,0.987922705,0.249661896
546,12113,1731,0.460290135,0.243650222,0.973933649,0.23729915
547,10036,766,0.517881002,0.219309191,0.970238095,0.212782131
548,8652,1823,0.615017232,0.265489231,0.975206612,0.258906853
549,11534,2291,0.647073454,0.267903542,0.986970684,0.264412942
550,8598,1574,0.61164126,0.284584759,0.988839286,0.28140859
551,9340,606,0.644509551,0.217496214,0.962121212,0.209257721
552,10910,1832,0.487395485,0.269546916,0.981781377,0.264636142
553,8111,1509,0.481368509,0.265572356,0.97755611,0.259611879
554,10890,1102,0.605222288,0.215021676,0.966244726,0.20776356
555,9341,1531,0.575202802,0.250658472,0.979166667,0.24543642
556,11373,3370,0.476487447,0.292508204,0.986815416,0.288651605
557,11260,2492,0.572201775,0.243506886,0.991762768,0.241501063
558,9748,2242,0.519733293,0.298754676,0.974626866,0.291174333
559,12466,2144,0.460212153,0.264456458,0.975308642,0.257926669
560,11938,3137,0.626448682,0.294507419,0.979437229,0.288451531
561,9726,2480,0.629289482,0.277763076,0.982583454,0.272925403
562,9754,1633,0.532398544,0.257685523,0.983372922,0.253400966
563,9800,2884,0.450494951,0.284987849,0.98296837,0.280134041
564,9276,797,0.57526555,0.185526119,0.966216216,0.179258345
565,9356,2238,0.535801505,0.31098509,0.971264368,0.302048737
566,11233,2947,0.611534862,0.276873055,0.981617647,0.271783477
567,11662,1405,0.453451982,0.197049026,0.971119134,0.191358079
568,10383,2582,0.581601327,0.293103624,0.98678996,0.289231714
569,8808,1519,0.465012776,0.228307998,0.979827089,0.223702361
570,12116,2120,0.590586686,0.250438876,0.988700565,0.247609059
571,8591,1604,0.48498013,0.242447722,0.979434447,0.237461651
572,8867,2343,0.546563782,0.297029825,0.982758621,0.291908621
573,11557,1783,0.586972738,0.252809508,0.968957871,0.244961763
574,9730,2476,0.5242888,0.288334792,0.987394958,0.28470032
575,11795,2423,0.460060303,0.269859474,0.978593272,0.264082665
576,9555,1653,0.53822119,0.255820819,0.985815603,0.252192155
577,9875,651,0.648768219,0.200976065,0.969465649,0.194839391
578,8553,576,0.587942648,0.189042808,0.935779817,0.176902444
579,8400,910,0.57088159,0.209715906,0.979057592,0.20532395
580,11754,1802,0.526723989,0.236930302,0.983606557,0.233046199
581,10487,1772,0.617664036,0.258464061,0.978165939,0.252820741
582,11803,2505,0.482400926,0.269020482,0.983679525,0.26462994
583,10370,1232,0.536729677,0.237683836,0.989761092,0.235250213
584,9697,825,0.638444276,0.185452732,0.986928105,0.183028513
585,8455,1674,0.567712533,0.249648062,0.9784689,0.244272865
586,9802,766,0.498206549,0.219070453,0.982142857,0.215158481
587,8025,1650,0.58648859,0.252632304,0.983213429,0.248391474
588,8050,452,0.491673788,0.165729135,0.986666667,0.163519414
589,11989,3476,0.467679282,0.278767961,0.978328173,0.272726551
590,11428,3240,0.610099608,0.287924819,0.986066452,0.283913004
591,10344,2305,0.620218515,0.242007592,0.982078853,0.237670538
592,9088,2686,0.628437875,0.31301833,0.989298454,0.30966855
593,9335,748,0.57751662,0.213651244,0.98125,0.209645284
594,10754,2095,0.584652443,0.264339069,0.985559567,0.260521898
595,10777,3097,0.49071297,0.298260072,0.987012987,0.294386565
596,10724,2038,0.530037937,0.268316149,0.978062157,0.262429871
597,10372,940,0.641569211,0.230678897,0.967741935,0.223237643
598,9171,813,0.598140406,0.257070465,0.961722488,0.247230447
599,10603,665,0.493813133,0.189366379,0.984126984,0.186360564
600,10967,2439,0.483132104,0.273799262,0.973053892,0.266421438
601,8385,1733,0.502554101,0.25028881,0.983870968,0.246251893
602,11288,1230,0.639479717,0.22274026,0.959854015,0.213798133
603,9536,2362,0.483330389,0.30047039,0.977464789,0.293699226
604,8861,2274,0.643018235,0.280562749,0.982758621,0.27572546
605,10118,1486,0.514401126,0.243563424,0.991712707,0.241544943
606,10569,1697,0.460604268,0.25445365,0.988425926,0.251508584
607,8781,2575,0.619212633,0.297443812,0.989556136,0.294337349
608,8474,1824,0.510609668,0.289939803,0.981096408,0.284458899
609,10293,584,0.561308401,0.195013497,0.973684211,0.189881563
610,8774,2480,0.556756017,0.288268473,0.983216783,0.283430401
611,9439,1849,0.567233764,0.257315712,0.983193277,0.252991078
612,9026,941,0.515318831,0.242042335,0.973684211,0.2356728
613,10598,2052,0.528119622,0.275759187,0.971731449,0.267963874
614,8492,434,0.518743653,0.239411534,0.961538462,0.230203399
615,11876,1273,0.609657924,0.23789477,0.98679868,0.234754245
616,11576,2852,0.474077732,0.283928176,0.983950617,0.279371304
617,9537,1864,0.563935976,0.259066375,0.97515528,0.252629943
618,9426,2281,0.547244735,0.257254697,0.988074957,0.254186924
619,9773,560,0.482199986,0.199799614,0.946428571,0.189096063
620,11262,1185,0.532899373,0.23107017,0.974452555,0.225166917
621,12347,2686,0.500324476,0.291133922,0.979539642,0.285177218
622,10385,903,0.5941103,0.235821422,0.985915493,0.232499994
623,10850,2005,0.509142073,0.267300827,0.97761194,0.26131648
624,11431,1235,0.603855289,0.233952662,0.961937716,0.22504789
625,10319,2377,0.504156256,0.268324139,0.979623824,0.26285672
626,12469,2243,0.635128666,0.259906433,0.97941681,0.254556729
627,12468,2041,0.603628337,0.248375782,0.970414201,0.241027386
628,10670,2301,0.551270235,0.27855002,0.978159126,0.272466245
629,8329,2395,0.540783412,0.305965199,0.980900409,0.300121389
630,11644,1282,0.481188853,0.212821243,0.981684982,0.208923418
631,10522,2573,0.486397433,0.262316098,0.980740741,0.257264084
632,11203,1080,0.601574451,0.22761312,0.987804878,0.22483735
633,10334,1109,0.55995747,0.230832969,0.96484375,0.222717747
634,9872,1041,0.553289081,0.229519338,0.991631799,0.227598674
635,8287,2261,0.522056158,0.270660766,0.982026144,0.265795948
636,10690,704,0.554078717,0.180336757,1,0.180336757
637,9118,1083,0.630219529,0.22973544,0.975903614,0.224199646
638,11201,1154,0.474617124,0.240794043,0.974820144,0.234730884
639,8805,820,0.60049218,0.24138736,0.96969697,0.234072592
640,10704,2057,0.459683285,0.27708176,0.980701754,0.271734568
641,11564,1728,0.603238748,0.243583121,0.976247031,0.237797299
642,10967,1145,0.553633614,0.241799724,0.971119134,0.234816338
643,11459,1206,0.554129447,0.215537942,0.973076923,0.209734997
644,11169,3108,0.634896853,0.258945181,0.983850932,0.254763457
645,8263,1655,0.497873739,0.295410019,0.985685072,0.291181245
646,10217,1960,0.571690933,0.264668454,0.984585742,0.260588786
647,10111,1161,0.484334727,0.247894968,0.96875,0.24014825
648,10314,2220,0.625627857,0.263847267,0.9778157,0.257994
649,8466,1093,0.598877199,0.257940436,0.971631206,0.250622976
650,11498,720,0.542593207,0.192859185,0.949640288,0.183146852
651,8965,2269,0.536147372,0.274948506,0.980769231,0.269661035
652,8079,1910,0.467603035,0.262228188,0.984031936,0.258040912
653,9948,1802,0.514273227,0.260140091,0.989339019,0.257366742
654,9218,2222,0.507160521,0.273572835,0.980263158,0.268173371
655,10663,1330,0.64958521,0.255530605,0.961764706,0.245760317
656,8893,603,0.606297949,0.208908423,0.984126984,0.205592416
657,11875,2852,0.547850235,0.283226731,0.978960396,0.277267753
658,8024,732,0.480139333,0.236221937,0.971098266,0.229394713
659,10273,1781,0.509904815,0.255417147,0.978021978,0.249803583
660,11464,1376,0.487688257,0.239685449,0.984848485,0.236053851
661,8333,1477,0.496006501,0.276791475,0.982885086,0.272054213
662,10271,1247,0.625379261,0.229255067,0.975524476,0.223643929
663,11098,923,0.59761817,0.230674322,0.976525822,0.225259432
664,10183,2249,0.50458022,0.269333557,0.97029703,0.26133355
665,12463,1474,0.47192363,0.217087218,0.984375,0.21369523
666,11676,954,0.625057838,0.208451667,0.964824121,0.201119196
667,11053,2108,0.532259595,0.267541237,0.978723404,0.26184887
668,8812,2317,0.501854213,0.306376207,0.988732394,0.302924081
669,11224,2151,0.618567403,0.272387844,0.981228669,0.267274762
670,12243,1103,0.554351316,0.236570525,0.961685824,0.227506521
671,11205,922,0.450796949,0.214552169,0.96969697,0.208050588
672,9442,1205,0.460786749,0.240494047,0.972413793,0.233859728
673,11243,753,0.491403167,0.200448172,0.953642384,0.191155872
674,8745,1406,0.50244952,0.250260809,0.982954545,0.245995
675,10632,2889,0.557934471,0.266833728,0.984435798,0.262680674
676,8139,1648,0.495829202,0.271759259,0.988839286,0.268726232
677,10857,2706,0.534970495,0.282292705,0.97513089,0.275272337
678,9516,1126,0.468210372,0.234357637,0.977272727,0.229031327
679,9977,1839,0.464947331,0.253917545,0.974304069,0.247392897
680,8361,2212,0.638412988,0.275727414,0.973770492,0.26849522
681,9172,1581,0.646500342,0.271342128,0.976689977,0.265017137
682,11835,3261,0.634811204,0.290938085,0.987355111,0.287259205
683,10234,2927,0.473306299,0.292064286,0.974269006,0.284549182
684,9436,1808,0.592668781,0.270925956,0.959183673,0.259867754
685,11126,987,0.45400501,0.197495339,0.98974359,0.195469746
686,10965,3181,0.470571031,0.297360826,0.980972516,0.291702798
687,8874,664,0.476064601,0.20776244,0.963768116,0.200234815
688,11409,1095,0.482121829,0.245464585,0.962825279,0.236339507
689,12026,827,0.497234708,0.188492052,0.974358974,0.183658922
690,9981,2087,0.473516222,0.270604257,0.978761062,0.26485691
691,9111,1107,0.597488328,0.242940491,0.985130112,0.239327993
692,11081,2514,0.49171568,0.2425938,0.985245902,0.239014547
693,9146,1641,0.51270156,0.254624355,0.980861244,0.249751162
694,9806,2612,0.643582276,0.280994453,0.986376022,0.277166191
695,9794,1358,0.533033686,0.242925496,0.972727273,0.236300256
696,11488,1898,0.522561194,0.262331087,0.981927711,0.257590164
697,8654,1015,0.545990615,0.223628012,0.960352423,0.214761703
698,9366,2558,0.513551694,0.282207791,0.983379501,0.277517357
699,10011,688,0.615879908,0.196200045,0.985185185,0.193293378
700,11057,2056,0.604391582,0.241229063,0.975806452,0.235392876
701,10275,3059,0.606987339,0.281376876,0.987224158,0.277782049
702,10624,1503,0.505871029,0.243366909,0.980874317,0.238712351
703,9979,2319,0.544558196,0.291479685,0.982248521,0.286305489
704,11457,1109,0.499796058,0.22799578,0.980237154,0.223489935
705,11316,2574,0.463807844,0.275367645,0.978843441,0.269541813
706,8712,2546,0.592699636,0.303148716,0.980569948,0.297258521
707,9744,853,0.516254854,0.230791181,0.989847716,0.228448123
708,9937,1587,0.496610194,0.263226566,0.983253589,0.258818465
709,10432,1120,0.633865219,0.23288463,0.969348659,0.225746404
710,11479,1747,0.51989884,0.254714786,0.984269663,0.250708037
711,10864,1123,0.565456254,0.212673549,0.991631799,0.210893854
712,10386,631,0.524637761,0.20253571,0.984375,0.199371089
713,10288,2259,0.649032261,0.285501883,0.982945736,0.280632858
714,8673,1574,0.45584154,0.269224834,0.985849057,0.265415048
715,9918,2746,0.554973804,0.279305725,0.981747066,0.274207576
716,11359,608,0.535832859,0.194074781,0.974576271,0.189140677
717,8805,1244,0.534902182,0.229027681,0.978947368,0.224206045
718,10188,2903,0.616884842,0.281407324,0.977968176,0.275207407
719,9506,2823,0.550449565,0.284713586,0.987562189,0.281172373
720,8256,1975,0.598130284,0.278937779,0.980036298,0.273369148
721,8030,1701,0.55014005,0.299769425,0.984313725,0.295067159
722,9525,610,0.45200426,0.221019841,0.977777778,0.216108289
723,9615,716,0.553290654,0.227653512,0.975460123,0.222066923
724,8567,1715,0.603522653,0.271100189,0.980645161,0.265853088
725,11224,2120,0.468243691,0.269292472,0.978984238,0.263633086
726,10605,1377,0.497868351,0.207630046,0.98951049,0.205452109
727,11178,2312,0.477132214,0.287610308,0.978947368,0.281555354
728,11289,2912,0.525179145,0.292189292,0.970622797,0.283605587
729,11119,3245,0.528048007,0.309981325,0.984095427,0.305051204
730,8045,1753,0.556264347,0.268674468,0.976645435,0.262399693
731,9030,1678,0.484075834,0.268027577,0.984444444,0.26385826
732,8413,2109,0.559076079,0.303374911,0.9765625,0.296264562
733,12420,2995,0.47005017,0.285780543,0.98364486,0.281106562
734,8317,1359,0.469744356,0.24418831,0.990963855,0.24198179
735,10277,1603,0.573931229,0.253213543,0.975369458,0.246976756
736,10539,3079,0.537360627,0.290918061,0.974330357,0.283450299
737,10042,1019,0.554601887,0.235327367,0.983333333,0.231405244
738,8292,684,0.507285393,0.218998301,0.973333333,0.213158346
739,11637,1167,0.610608987,0.199620301,0.991416309,0.197906822
740,9633,1190,0.608558207,0.260383449,0.977419355,0.254503822
741,12154,1676,0.644731811,0.239790359,0.980099502,0.235018411
742,12355,1352,0.548992646,0.210671587,0.968421053,0.2040188
743,9158,2260,0.455045223,0.276541353,0.984,0.272116691
744,12135,1530,0.517387216,0.23262205,0.974719101,0.226741155
745,9389,646,0.53387013,0.193433031,0.936,0.181053317
746,8331,1220,0.527182433,0.223645056,0.981684982,0.219548993
747,11950,1777,0.492979063,0.259309186,0.986984816,0.255934229
748,9447,2052,0.646681513,0.265044928,0.985294118,0.261147209
749,11017,1763,0.640492385,0.251828323,0.975225225,0.245589333
750,8687,504,0.561258231,0.222021541,0.982142857,0.21805687
751,11678,1433,0.572896184,0.22817227,0.990825688,0.226078947
752,8514,2135,0.573266135,0.27538438,0.981292517,0.270232631
753,10117,2001,0.458534151,0.271842989,0.974264706,0.26484703
754,8054,1090,0.606115317,0.24580022,0.97761194,0.24029723
755,8003,1511,0.517506723,0.256116041,0.989664083,0.253468847
756,11816,828,0.524780333,0.227013386,0.978723404,0.222183314
757,9120,2567,0.607000894,0.301894287,0.970322581,0.292934843
758,11812,2734,0.518813345,0.267315146,0.980848153,0.262195568
759,8568,2539,0.607701211,0.287870313,0.98495212,0.283538475
760,9148,566,0.570832778,0.199410766,0.973451327,0.194116675
761,9249,925,0.628111809,0.246381217,0.964912281,0.237736262
762,12422,898,0.492583383,0.197998033,0.983146067,0.194660988
763,10118,1712,0.475609378,0.234767191,0.972636816,0.228343213
764,9285,545,0.468025561,0.214318609,0.974358974,0.20882326
765,11196,2091,0.615067192,0.27487651,0.977391304,0.268661911
766,9691,1749,0.532951757,0.239556313,0.980906921,0.234982445
767,10351,2574,0.589088398,0.270377557,0.979885057,0.264938928
768,10214,2629,0.611732438,0.27193601,0.987412587,0.268513039
769,9093,1174,0.564518706,0.270742335,0.981132075,0.265633989
770,9239,1202,0.579177506,0.24275567,0.97260274,0.23610483
771,11287,771,0.519968004,0.191872973,0.972972973,0.186687217
772,10877,894,0.554239551,0.213436057,0.984293194,0.210083658
773,8074,1811,0.567057921,0.292642911,0.977358491,0.286017034
774,10981,3190,0.620159379,0.284902487,0.98679868,0.281141399
775,11118,1412,0.542397539,0.248578018,0.974358974,0.242204222
776,10085,664,0.460327802,0.231719069,0.980519481,0.227205061
777,10074,2204,0.588379973,0.272605154,0.983361065,0.268069295
778,8212,1515,0.509295804,0.26848743,0.987714988,0.265189059
779,10485,2648,0.47873165,0.296438546,0.98089172,0.290774115
780,11528,2641,0.497338668,0.273726567,0.98340249,0.269183387
781,12279,2028,0.60681714,0.256893148,0.980806142,0.251962377
782,9185,552,0.594752642,0.208114219,0.991304348,0.20630453
783,8054,1797,0.620240102,0.260391051,0.97008547,0.252601575
784,12353,3658,0.620655224,0.302570558,0.985546522,0.298197361
785,8225,1691,0.62405299,0.266069848,0.975555556,0.259565919
786,12446,1856,0.519300934,0.252583416,0.978678038,0.247197842
787,12286,2768,0.622259454,0.266950323,0.98240866,0.262254309
788,8417,560,0.547740932,0.198041078,0.972972973,0.192688617
789,10672,867,0.620854762,0.217754921,0.984126984,0.214298493
790,9051,946,0.595482213,0.213511842,0.96039604,0.205055927
791,9480,1204,0.530565058,0.243241241,0.989761092,0.240750716
792,8421,2205,0.570433606,0.293370844,0.981452859,0.287929654
793,11747,1439,0.540284799,0.220263246,0.974763407,0.214704553
794,11215,1520,0.573751458,0.246662968,0.973333333,0.240085289
795,9408,670,0.482353373,0.180392856,0.991735537,0.178902006
796,8339,1317,0.453813842,0.243624916,0.99376947,0.242107004
797,11166,833,0.575216266,0.220813068,0.97826087,0.216012784
798,8844,1206,0.579208094,0.23878031,0.96875,0.231318425
799,11810,1233,0.597377223,0.24961705,0.964285714,0.240702155
800,9016,1707,0.55797371,0.250133098,0.978922717,0.244860972
801,12492,3489,0.600653215,0.291990213,0.982335623,0.286832388
802,9653,1535,0.627839007,0.266427399,0.973105134,0.25926187
803,8065,1570,0.628369749,0.264309797,0.980722892,0.259214669
804,11263,1308,0.540740004,0.229320259,0.983333333,0.225498255
805,9826,2540,0.646157225,0.259431612,0.984825493,0.255494865
806,11187,561,0.503269741,0.181776964,0.921568627,0.167519948
807,10729,964,0.520071471,0.229030002,0.968325792,0.221775658
808,10326,1564,0.472290732,0.253731168,0.98488665,0.24989644
809,10407,1296,0.629433924,0.219806225,0.971929825,0.213636226
810,11382,3071,0.576390684,0.266998346,0.986585366,0.263416661
811,8126,1430,0.502832941,0.269896018,0.966321244,0.260806255
812,8651,521,0.540894488,0.236054363,0.983739837,0.232216081
813,12087,2078,0.616990238,0.253017334,0.980988593,0.248207119
814,9216,691,0.506743579,0.208262501,0.972222222,0.202477431
815,8367,1772,0.560377525,0.304153588,0.975881262,0.296817787
816,9472,1583,0.49033252,0.26462596,0.976133652,0.258310305
817,8759,1318,0.553645,0.212401692,0.982142857,0.208608805
818,8658,1776,0.582604187,0.227422423,0.982673267,0.223481936
819,8721,1045,0.620377025,0.233332406,0.983606557,0.229507284
820,11456,1186,0.533836421,0.226697969,0.970260223,0.219956022
821,9116,1129,0.577922809,0.265526716,0.983333333,0.261101271
822,9289,794,0.641613859,0.227701665,0.961325967,0.218895524
823,9072,2233,0.525941702,0.26238057,0.986348123,0.258798583
824,8912,1910,0.619281559,0.267503235,0.978473581,0.261744849
825,9636,1507,0.465436029,0.261362524,0.974619289,0.254728957
826,8231,720,0.582398551,0.201284845,0.979310345,0.197120331
827,12306,2916,0.642800943,0.272224685,0.973551637,0.265024787
828,9143,1811,0.479086014,0.256113221,0.980603448,0.251145507
829,10215,643,0.563214985,0.186534398,0.941666667,0.175653225
830,10375,1737,0.542112663,0.254366353,0.981900452,0.249762437
831,10664,2308,0.581433642,0.275453738,0.98427673,0.271122704
832,11823,3310,0.602710153,0.297231028,0.984756098,0.292700068
833,8542,1574,0.575120886,0.24768534,0.979487179,0.242604615
834,10031,2929,0.64707417,0.272045627,0.986198243,0.268290919
835,8494,967,0.46938007,0.228376967,0.972850679,0.222176688
836,11373,2668,0.62101723,0.264965231,0.974540311,0.258219299
837,10216,2381,0.562584381,0.301069891,0.983263598,0.296031065
838,12200,2189,0.63835053,0.245227673,0.975791434,0.239291063
839,9142,1685,0.593577847,0.272943403,0.984782609,0.268789916
840,11476,639,0.544088564,0.192374157,0.93495935,0.179862016
841,12081,2599,0.609782436,0.269310818,0.972857143,0.262000953
842,11476,2644,0.461923095,0.280577762,0.991913747,0.27830894
843,9845,2528,0.496385578,0.274118486,0.987012987,0.270558506
844,9737,778,0.529081458,0.215884412,0.970238095,0.20945928
845,11682,638,0.559820629,0.205089782,0.969465649,0.198827498
846,10242,1521,0.556530876,0.251784772,0.973890339,0.245210757
847,9443,1907,0.595238728,0.276807986,0.988636364,0.273662441
848,10117,1158,0.480378196,0.255466907,0.97972973,0.250288523
849,9429,589,0.599627774,0.21047206,0.975806452,0.205379994
850,8298,1411,0.624485115,0.252247718,0.983146067,0.247996352
851,9721,1014,0.501902864,0.22176073,0.982222222,0.217818317
852,9581,940,0.611547482,0.199822653,0.989361702,0.197696881
853,10726,691,0.466110546,0.177886587,0.975609756,0.17354789
854,8233,451,0.451425556,0.210281719,0.968421053,0.203641243
855,9751,507,0.488081655,0.177488595,0.955555556,0.169600213
856,12352,1740,0.50392407,0.230904715,0.985074627,0.227458376
857,10610,1997,0.561666034,0.246312608,0.973577236,0.239804348
858,12069,909,0.580828676,0.230907938,0.976190476,0.22541013
859,11660,2371,0.608773417,0.245007898,0.979345955,0.239947494
860,8487,1432,0.613228179,0.274305185,0.972010178,0.266627431
861,10214,529,0.583196005,0.175538918,0.989247312,0.173651402
862,12317,3614,0.540378588,0.291626887,0.978178368,0.285263113
863,8435,2162,0.501364218,0.312102549,0.982222222,0.30655406
864,10729,2596,0.457755913,0.278876217,0.977900552,0.272713207
865,10902,984,0.477215735,0.194064489,0.979057592,0.190000311
866,9593,1620,0.503003163,0.26040371,0.978672986,0.254850077
867,9054,1627,0.562512895,0.25377512,0.987893462,0.250702782
868,11934,2147,0.576338135,0.248637168,0.97752809,0.243049816
869,11745,3286,0.476220594,0.286349494,0.981934113,0.281176337
870,10739,1907,0.588195576,0.263662752,0.972166998,0.256324226
871,10376,2230,0.565937176,0.278398467,0.987117552,0.274812013
872,11844,1334,0.575952423,0.241965524,0.972136223,0.235223451
873,11363,2041,0.501796729,0.251752007,0.986381323,0.248323478
