"","Simulation","NumberOfGenes","DEgenes","Upregulated","TopCounts/DE","Correct/TopCounts","Correct/DE"
"1",1,12446,3279,0.627037392603234,0.282345407305048,0.98488120950324,0.27807668624428
"2",2,11013,906,0.615075320284814,0.223894200332393,0.975369458128079,0.218379564856225
"3",3,10430,566,0.590154627757147,0.173066467982745,0.969387755102041,0.167768514881233
"4",4,8344,584,0.616227684961632,0.210578605567494,0.951219512195122,0.200306478466641
"5",5,12177,2487,0.591416161879897,0.252050158699356,0.972886762360447,0.245216262849453
"6",6,9866,2340,0.545483740605414,0.269569556320005,0.980982567353407,0.264443035439118
"7",7,8361,2047,0.528452726919204,0.282736012471602,0.98272884283247,0.277852834363285
"8",8,12340,1039,0.542527607874945,0.212583860397078,0.972850678733032,0.206812352874985
"9",9,12087,1314,0.608267449727282,0.236581729509068,0.97427652733119,0.230496025856102
"10",10,12244,1551,0.509295675810426,0.224240357501267,0.982758620689655,0.220374144440901
"11",11,8882,807,0.571641651261598,0.219187323983121,0.966101694915254,0.211757245204032
"12",12,11015,2746,0.605442104302347,0.262909992186383,0.977839335180055,0.257083731971726
"13",13,8172,1502,0.557523091835901,0.221667553350568,0.987987987987988,0.219004880037048
"14",14,9086,478,0.480972407478839,0.207048487694074,0.929292929292929,0.192408695634897
"15",15,8255,983,0.533144986303523,0.234928326639467,0.961038961038961,0.225775274952215
"16",16,10045,2933,0.468009927403182,0.27206180344684,0.986215538847118,0.268311578086044
"17",17,12457,2785,0.463586359005421,0.256004597806547,0.985974754558205,0.252414070488082
"18",18,12005,1620,0.594478659424931,0.236967940204991,0.96875,0.229562692073585
"19",19,11184,1351,0.541815803851932,0.229370315359018,0.987096774193548,0.226410698386644
"20",20,11278,2326,0.458059321064502,0.276847134142963,0.978260869565217,0.270828718183333
"21",21,8731,1160,0.624228389561176,0.215470150265779,0.992,0.213746389063653
"22",22,8412,2506,0.624088179413229,0.268915044785001,0.979228486646884,0.263329272341396
"23",23,9450,1388,0.518704787129536,0.259275394418829,0.966666666666667,0.250632881271535
"24",24,9094,1995,0.573184480518103,0.265581148471162,0.977358490566038,0.25956799039257
"25",25,9307,1623,0.575262447958812,0.25494263830338,0.983091787439614,0.25063201398424
"26",26,8815,2221,0.618373107444495,0.262471481195639,0.981132075471698,0.257519189097608
"27",27,11105,2590,0.499493052065372,0.267889461284201,0.974063400576369,0.26094131963706
"28",28,11186,2940,0.637983497744426,0.280533135355651,0.986666666666667,0.276792693550909
"29",29,10003,2533,0.609526381874457,0.26362695066504,0.986526946107784,0.26007509055129
"30",30,11513,2453,0.459167633857578,0.27883148272649,0.980994152046784,0.27353205396122
"31",31,8801,2309,0.452154124015942,0.308355762372101,0.981741573033708,0.302725671205194
"32",32,8987,2278,0.484332531550899,0.283930692803696,0.987635239567233,0.280419957807669
"33",33,11170,1505,0.634178166277707,0.204650441932867,0.974025974025974,0.199334846038507
"34",34,9717,1282,0.451633244380355,0.237110866262888,0.976973684210526,0.231651076579203
"35",35,9997,1084,0.642049594363198,0.248986890178613,0.977777777777778,0.243453848174644
"36",36,10223,2643,0.602854354633018,0.282253355165951,0.983914209115281,0.277713086718241
"37",37,12416,2840,0.516299857385457,0.271075374309425,0.987012987012987,0.267554914902809
"38",38,10746,1331,0.537252510059625,0.253766092625456,0.982248520710059,0.249261369087726
"39",39,11019,883,0.549859132897109,0.208250119543317,0.945652173913043,0.196932178263789
"40",40,9355,2546,0.49319674721919,0.283566607200648,0.984764542936288,0.27924634033194
"41",41,11778,3014,0.459813262848184,0.272012435014621,0.98780487804878,0.268695210197369
"42",42,9996,2972,0.554329062066972,0.295017696983194,0.989737742303307,0.291990149351667
"43",43,8172,551,0.55814317795448,0.210188222634781,0.96551724137931,0.202940352888755
